Disease_ID,Disease_Name,Description,Symptoms,Symptom_Count,Disease_Category,Severity,Emergency_Flag,Risk_Level,Department,Medications,Diet,Precaution_1,Precaution_2,Precaution_3,Precaution_4,Workouts,Source_Datasets,Clinical_Validation_Status,disease_norm,Severity_Score,Risk_Score
DIS000066,Fungal Infection Of The Hair,"Fungal infection of the hair, or tinea capitis, is a scalp infection caused by dermatophyte fungi, resulting in scaly patches, hair loss, and sometimes black dots or swelling.","abnormal appearing skin; acne or pimples; irregular appearing scalp; itching of skin; itchy scalp; pelvic pain; skin dryness, peeling, scaliness, or roughness; skin growth; skin irritation; skin lesion; skin rash; skin swelling",12,Infectious Disease,Mild,0,Low,General Medicine / Infectious Disease,Griseofulvin (oral); Terbinafine (oral); Ketoconazole shampoo; Selenium sulfide shampoo; Itraconazole,"Antifungal foods (garlic, coconut oil); Probiotics (yogurt, kefir); Vitamin E-rich foods (nuts, seeds); Zinc-rich foods (beef, pumpkin seeds); Avoid sugar and processed foods",Keep scalp dry and clean,Avoid sharing personal items,Use antifungal shampoo,Maintain proper hygiene,Avoid shared gym equipment: Prevent spread; Indoor yoga: No sweat-heavy environments; Dry scalp after workouts: Prevent fungus growth; Low-sweat activities: Reduce moisture,C,Requires Clinical Validation (Department/Severity/Risk/Emergency derived via rule-based keyword classifier; Description/Diet/Medication/Precautions/Workout sourced from reference dataset),fungal infection of the hair,1,1
DIS000067,Gallstone,"Gallstones are hardened deposits of digestive fluid in the gallbladder that can block bile flow, causing abdominal pain, nausea, and sometimes infection.",back pain; burning abdominal pain; heartburn; lower body pain; nausea; regurgitation; sharp abdominal pain; sharp chest pain; side pain; upper abdominal pain; vomiting,11,Hepatobiliary,Mild,0,Low,Gastroenterology,"Ursodeoxycholic acid (in some cases); Pain relievers (e.g., NSAIDs); Cholecystectomy (surgical removal); Antibiotics (if cholecystitis); Dietary modifications","Low-fat diet (steamed vegetables, lean meats); High-fiber foods (whole grains, apples); Avoid fried foods and refined carbs; Hydration; Small frequent meals",Avoid high-fat foods,Maintain a healthy weight,Eat regular meals,Follow up for surgical evaluation if needed,Avoid high-fat pre-workout meals; Walking: Encourages digestion; Breathing exercises: Reduce stress and spasm; Avoid core-focused exercises: Prevent discomfort,C,Requires Clinical Validation (Department/Severity/Risk/Emergency derived via rule-based keyword classifier; Description/Diet/Medication/Precautions/Workout sourced from reference dataset),gallstone,1,1
DIS000068,Gastritis,Requires Clinical Validation,bradycardia; chest pain; orthopnea; peripheral edema; resting tachycardia; syncope,6,General / Unclassified,Mild,0,Low,General Medicine,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,"A,B",Requires Clinical Validation (no authoritative source; Department/Severity/Risk/Emergency derived via rule-based keyword classifier),gastritis,1,1
DIS000069,Gastrointestinal Hemorrhage,"Gastrointestinal hemorrhage is bleeding that occurs anywhere along the digestive tract, often presenting as vomiting blood or black, tarry stools, and can be caused by ulcers, varices, or cancer.",blood in stool; changes in stool appearance; diarrhea; dizziness; fainting; melena; nausea; rectal bleeding; sharp abdominal pain; vomiting; vomiting blood; weakness,12,Digestive,Severe,1,High,Gastroenterology,"IV proton pump inhibitors (e.g., Pantoprazole); Endoscopic hemostasis; Blood transfusion; Octreotide (for variceal bleeding); Antibiotics (e.g., Ceftriaxone) if cirrhosis present","Avoid spicy and acidic foods; Bland diet (bananas, rice, applesauce); Hydration; Iron-rich foods post bleeding (spinach, beans); Avoid alcohol and NSAIDs",Avoid NSAIDs,Eat a soft bland diet,Limit alcohol,Follow up with GI specialist,Rest: Avoid strenuous activity during active bleeding; Breathing exercises: Manage stress on the digestive system; Gentle walking: Only after stabilization; Avoid abdominal strain: Prevent re-bleeding,C,Requires Clinical Validation (Department/Severity/Risk/Emergency derived via rule-based keyword classifier; Description/Diet/Medication/Precautions/Workout sourced from reference dataset),gastrointestinal hemorrhage,3,3
DIS000070,Gaucher Disease,Requires Clinical Validation,anhedonia; anxiety; bradycardia; chest pain; clammy skin; claudication; compulsions; cyanosis; exercise intolerance; exertional chest pain; fatigue on exertion; focal weakness; hepatosplenomegaly; hypersomnia; insomnia; leg swelling; massive splenomegaly; obsessions; orthopnea; palpitations; panic attacks; paroxysmal nocturnal dyspnea; peripheral edema; syncope,24,General / Unclassified,Severe,0,High,General Medicine,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,A,Requires Clinical Validation (no authoritative source; Department/Severity/Risk/Emergency derived via rule-based keyword classifier),gaucher disease,3,3
DIS000071,Generalized Anxiety Disorder,Requires Clinical Validation,abdominal bloating; abdominal pain; chest tightness; claudication; cough; diarrhea; double vision; dry cough; dysphagia; early satiety; easy bruising; exercise dyspnea; exercise intolerance; exertional chest pain; fatigue on exertion; gi bleeding; heartburn; hemoptysis; leg swelling; loss of appetite; loss of smell; loss of taste; melena; nasal congestion; nausea; orthopnea; palpitations; paroxysmal nocturnal dyspnea; peripheral edema; pleuritic chest pain; productive cough; resting tachycardia; runny nose; shortness of breath; sinus pain; sore throat; syncope; vomiting; weight gain; wheezing,40,Mental Health,Mild,0,Low,Psychiatry,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,A,Requires Clinical Validation (no authoritative source; Department/Severity/Risk/Emergency derived via rule-based keyword classifier),generalized anxiety disorder,1,1
DIS000072,Gout,"Gout is a form of inflammatory arthritis caused by buildup of uric acid crystals in joints, leading to sudden, severe pain, redness, and swelling, often in the big toe.",ankle pain; ankle swelling; foot or toe pain; foot or toe swelling; hand or finger pain; hand or finger swelling; joint pain; knee pain; knee swelling; leg swelling; wrist pain; wrist swelling,12,Musculoskeletal,Mild,0,Low,Orthopedics,"Colchicine; NSAIDs (e.g., Indomethacin); Allopurinol; Febuxostat; Corticosteroids","Low-purine foods (vegetables, whole grains); Cherries and berries; Hydration; Limit red meat and seafood; Avoid alcohol and sugary drinks",Avoid purine-rich food,Stay hydrated,Limit alcohol intake,Take medication as prescribed,Low-impact exercises: Like cycling or swimming; Joint mobility drills: Keep joints flexible; Avoid intense weight-bearing: During flare-ups; Stretching: Reduce stiffness in affected areas,C,Requires Clinical Validation (Department/Severity/Risk/Emergency derived via rule-based keyword classifier; Description/Diet/Medication/Precautions/Workout sourced from reference dataset),gout,1,1
DIS000073,Gum Disease,"Gum disease (periodontal disease) is an infection and inflammation of the gums and surrounding tissues, often caused by poor oral hygiene, leading to bleeding, receding gums, and tooth loss.",bleeding gums; ear pain; facial pain; fever; gum pain; jaw swelling; lip swelling; mouth ulcer; pain in gums; peripheral edema; toothache,11,Dental,Mild,0,Low,Dentistry,"Antibacterial mouthwash (e.g., Chlorhexidine); Scaling and root planing; Doxycycline; Fluoride toothpaste; Surgical interventions (if severe)","Vitamin C-rich foods (citrus fruits, strawberries); Calcium-rich foods (milk, yogurt); Green tea; Avoid sugary and sticky foods; Omega-3 fatty acids (walnuts, flaxseeds)",Maintain oral hygiene,Floss daily,Avoid smoking,Visit dentist regularly,Oral hygiene focus: Brush and floss regularly; Avoid sugary sports drinks: Prevent bacterial growth; Stay hydrated: Supports gum health; No specific physical activity restriction: Follow general wellness plan,C,Requires Clinical Validation (Department/Severity/Risk/Emergency derived via rule-based keyword classifier; Description/Diet/Medication/Precautions/Workout sourced from reference dataset),gum disease,1,1
DIS000074,Heart Attack,"A heart attack (myocardial infarction) occurs when blood flow to part of the heart is blocked, leading to chest pain, shortness of breath, nausea, and potentially life-threatening damage to heart muscle.",arm pain; burning chest pain; chest tightness; fainting; heartburn; increased heart rate; irregular heartbeat; nausea; sharp chest pain; shortness of breath; sweating,11,Cardiovascular,Severe,1,High,Cardiology,"Aspirin; Nitroglycerin; Beta-blockers (e.g., Metoprolol); ACE inhibitors; Thrombolytics or PCI (percutaneous coronary intervention)","Low-sodium diet (vegetables, fresh fruits); Omega-3 fatty acids (salmon, flaxseeds); Whole grains (brown rice, oats); Lean proteins (chicken, beans); Limit saturated and trans fats (processed foods, fried foods)",Take prescribed medication,Avoid stress,Eat heart-healthy diet,Monitor cholesterol and BP,Cardiac rehabilitation: Doctor-supervised program; Walking: Most recommended early-stage workout; Stationary cycling: Low-impact cardio; Avoid high-intensity training: Until medically cleared,C,Requires Clinical Validation (Department/Severity/Risk/Emergency derived via rule-based keyword classifier; Description/Diet/Medication/Precautions/Workout sourced from reference dataset),heart attack,3,3
DIS000075,Heart Disease,Requires Clinical Validation,,0,Cardiovascular,Mild,0,Low,Cardiology,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,B,Requires Clinical Validation (no authoritative source; Department/Severity/Risk/Emergency derived via rule-based keyword classifier),heart disease,1,1
DIS000076,Heart Failure,"Heart failure is a condition where the heart can't pump blood effectively, leading to fatigue, shortness of breath, fluid retention, and reduced exercise capacity.",chest tightness; cough; difficulty breathing; fluid retention; hurts to breath; leg swelling; palpitations; sharp chest pain; shortness of breath; weakness; weight gain,11,Cardiovascular,Severe,0,High,Cardiology,"ACE inhibitors; Beta-blockers; Loop diuretics (e.g., Furosemide); Aldosterone antagonists (e.g., Spironolactone); Digoxin (in some cases)","Low-sodium diet; Fluid monitoring; Potassium-rich foods (bananas, sweet potatoes); Omega-3 fatty acids (fish); Avoid red meat and saturated fats",Monitor fluid intake,Follow low-sodium diet,Take prescribed meds,Track weight daily,Supervised cardiac rehab: Custom-designed programs; Walking: Slow and monitored; Breathing techniques: Improve oxygen efficiency; Avoid dehydration or sudden exertion,C,Requires Clinical Validation (Department/Severity/Risk/Emergency derived via rule-based keyword classifier; Description/Diet/Medication/Precautions/Workout sourced from reference dataset),heart failure,3,3
DIS000077,Hemorrhoids,"Hemorrhoids are swollen veins in the anus or rectum that cause pain, itching, bleeding, or discomfort during bowel movements.",blood in stool; changes in stool appearance; constipation; heartburn; itching of the anus; lower body pain; mass or swelling around the anus; melena; pain of the anus; rectal bleeding; sharp abdominal pain,11,General / Unclassified,Mild,0,Low,General Medicine,"Topical hydrocortisone cream; Witch hazel pads; Stool softeners (e.g., Docusate); Sitz baths; Surgical procedures (e.g., rubber band ligation)","High-fiber foods (whole grains, fruits, vegetables); Hydration; Avoid straining and constipation; Limit caffeine and alcohol; Probiotics (yogurt, kimchi)",Eat fiber-rich foods,Avoid prolonged sitting,Stay hydrated,Use sitz baths,Walking: Reduces pressure on rectal veins; Kegel exercises: Improve blood flow; Avoid heavy lifting: Prevent flare-ups; Gentle yoga: Especially pelvic-friendly poses,C,Requires Clinical Validation (Department/Severity/Risk/Emergency derived via rule-based keyword classifier; Description/Diet/Medication/Precautions/Workout sourced from reference dataset),hemorrhoids,1,1
DIS000078,Herniated Disk,"A herniated disk occurs when the inner gel-like core of a spinal disc bulges out through a tear, pressing on nearby nerves and causing back pain, numbness, or weakness.",arm pain; arm weakness; back pain; hip pain; leg pain; leg weakness; loss of sensation; low back pain; neck pain; paresthesia; shoulder pain,11,Digestive,Mild,0,Low,Gastroenterology,NSAIDs; Physical therapy; Muscle relaxants; Steroid injections; Surgical discectomy (if severe),"Anti-inflammatory diet (ginger, leafy greens); Omega-3 fatty acids (fish, flaxseed); Vitamin D and calcium (fortified foods, milk); Hydration",Avoid lifting heavy items,Follow physical therapy,Use proper posture,Take prescribed meds,McKenzie extension exercises: Under guidance; Walking: Supports spine; Core strengthening: Stabilizes back; Avoid bending/twisting under load,C,Requires Clinical Validation (Department/Severity/Risk/Emergency derived via rule-based keyword classifier; Description/Diet/Medication/Precautions/Workout sourced from reference dataset),herniated disk,1,1
DIS000079,Hiatal Hernia,"A hiatal hernia occurs when the upper part of the stomach pushes through the diaphragm into the chest cavity, often causing symptoms like heartburn, reflux, and chest pain.",back pain; burning abdominal pain; difficulty in swallowing; dizziness; heartburn; nausea; regurgitation; sharp abdominal pain; sharp chest pain; upper abdominal pain; vomiting blood,11,Digestive,Mild,0,Low,Gastroenterology,"Antacids; Proton Pump Inhibitors (e.g., Omeprazole); H2 Blockers (e.g., Ranitidine); Prokinetic agents; Surgery (in severe cases)","Small, frequent meals; Avoid spicy foods and caffeine; High-fiber foods (oats, vegetables); Lean proteins (chicken, fish); Avoid fatty and fried foods",Eat small frequent meals,Avoid lying down after eating,Avoid spicy food,Maintain healthy weight,Avoid crunches: Prevent abdominal pressure; Gentle walking or cycling: Support digestion; Breathing exercises: Improve diaphragm control; Upright posture: During and after exercise,C,Requires Clinical Validation (Department/Severity/Risk/Emergency derived via rule-based keyword classifier; Description/Diet/Medication/Precautions/Workout sourced from reference dataset),hiatal hernia,1,1
DIS000080,Hyperemesis Gravidarum,"Hyperemesis gravidarum is a severe form of morning sickness in pregnancy, leading to persistent nausea, vomiting, dehydration, and weight loss.",burning abdominal pain; diarrhea; dizziness; headache; nausea; pain during pregnancy; problems during pregnancy; sharp abdominal pain; vomiting; vomiting blood; weakness,11,General / Unclassified,Mild,0,Low,General Medicine,"IV fluids and electrolytes; Vitamin B6 (Pyridoxine); Antiemetics (e.g., Ondansetron, Promethazine); Thiamine supplementation; Nutritional support (e.g., TPN if severe)","Small frequent meals; Bland foods (crackers, rice); Ginger tea; Vitamin B6-rich foods (bananas, chickpeas); Hydration with electrolytes (ORS, coconut water)","Eat small, frequent meals",Stay hydrated,Avoid strong odors,Take prescribed anti-nausea meds,Gentle walking: If tolerated; Prenatal yoga: Helps manage nausea; Avoid fast movements: Prevent triggering symptoms; Hydration breaks essential,C,Requires Clinical Validation (Department/Severity/Risk/Emergency derived via rule-based keyword classifier; Description/Diet/Medication/Precautions/Workout sourced from reference dataset),hyperemesis gravidarum,1,1
DIS000081,Hypertension,Requires Clinical Validation,tendon tenderness,1,Cardiovascular,Moderate,0,Medium,Cardiology,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,"A,B,D",Requires Clinical Validation (no authoritative source; Department/Severity/Risk/Emergency derived via rule-based keyword classifier),hypertension,2,2
DIS000082,Hypertensive Heart Disease,"Hypertensive heart disease includes conditions caused by chronic high blood pressure, such as heart failure, thickened heart muscle, or coronary artery disease.",chest tightness; difficulty breathing; fatigue; heartburn; insomnia; leg swelling; palpitations; recent pregnancy; sharp chest pain; shortness of breath; weakness,11,Cardiovascular,Moderate,0,Medium,Cardiology,"ACE inhibitors (e.g., Lisinopril); Beta-blockers (e.g., Metoprolol); Diuretics (e.g., Furosemide); Calcium channel blockers (e.g., Amlodipine); Lifestyle modification","Low-sodium diet (avoid processed foods); Potassium-rich foods (bananas, sweet potatoes); Omega-3 fatty acids (salmon, walnuts); Whole grains (brown rice, oats); Limit saturated fats (butter, fatty meats)",Reduce salt intake,Monitor blood pressure,Exercise regularly,Take antihypertensive medication,Walking: Low-impact and heart-friendly; Swimming: Great cardiovascular activity; Breathing techniques: Reduce stress-induced spikes; Avoid heavy lifting: Prevent blood pressure surges,C,Requires Clinical Validation (Department/Severity/Risk/Emergency derived via rule-based keyword classifier; Description/Diet/Medication/Precautions/Workout sourced from reference dataset),hypertensive heart disease,2,2
DIS000083,Hyperthyroidism,Requires Clinical Validation,,0,Metabolic & Endocrine,Mild,0,Low,Endocrinology,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,A,Requires Clinical Validation (no authoritative source; Department/Severity/Risk/Emergency derived via rule-based keyword classifier),hyperthyroidism,1,1
DIS000084,Hypoglycemia,"Hypoglycemia is a condition characterized by abnormally low blood sugar levels, often causing shakiness, sweating, confusion, irritability, or fainting, common in diabetics on insulin.",abnormal involuntary movements; decreased appetite; depressive or psychotic symptoms; dizziness; fainting; feeling ill; nausea; problems with movement; seizures; sleepiness; sweating; weakness,12,Metabolic & Endocrine,Mild,0,Low,Endocrinology,Glucose tablets; Juice or sugary snacks; Glucagon injection (emergency); Adjust insulin or diabetes medication; Frequent meals,"Complex carbohydrates (whole grains, legumes); Protein with every meal (eggs, nuts); Avoid sugary snacks; Frequent small meals; Fiber-rich foods (vegetables, fruits)",Eat small frequent meals,Carry glucose tablets,Avoid skipping meals,Monitor blood sugar levels,Walking: Helps stabilize blood sugar; Strength training: Builds muscle mass to support glucose use; Avoid fasted workouts: Always eat before; Frequent breaks: Monitor sugar levels during activity,C,Requires Clinical Validation (Department/Severity/Risk/Emergency derived via rule-based keyword classifier; Description/Diet/Medication/Precautions/Workout sourced from reference dataset),hypoglycemia,1,1
DIS000085,Hypothyroidism,Requires Clinical Validation,bone pain; tendon tenderness,2,Metabolic & Endocrine,Mild,0,Low,Endocrinology,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,A,Requires Clinical Validation (no authoritative source; Department/Severity/Risk/Emergency derived via rule-based keyword classifier),hypothyroidism,1,1
DIS000086,Ibs,Requires Clinical Validation,,0,Digestive,Mild,0,Low,Gastroenterology,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,B,Requires Clinical Validation (no authoritative source; Department/Severity/Risk/Emergency derived via rule-based keyword classifier),ibs,1,1
DIS000087,Idiopathic Excessive Menstruation,Idiopathic excessive menstruation refers to abnormally heavy or prolonged menstrual bleeding without an identifiable underlying medical cause.,blood clots during menstrual periods; cramps and spasms; frequent menstruation; heavy menstrual flow; intermenstrual bleeding; involuntary urination; long menstrual periods; painful menstruation; sharp abdominal pain; unpredictable menstruation; vaginal discharge,11,Reproductive Health,Mild,0,Low,Obstetrics & Gynecology,"Tranexamic acid; NSAIDs (e.g., Mefenamic acid); Oral contraceptives; Levonorgestrel-releasing IUD; Iron supplements","Iron-rich foods (spinach, red meat); Vitamin C-rich foods (oranges, bell peppers); Hydration; Avoid caffeine and alcohol; High-fiber foods (whole grains, fruits)",Use sanitary protection,Monitor blood loss,Iron-rich diet,Consult gynecologist,Yoga: Eases cramps and bleeding; Walking: Low-impact movement; Pelvic floor workouts: Support reproductive organs; Avoid intense cardio: Prevent symptom worsening,C,Requires Clinical Validation (Department/Severity/Risk/Emergency derived via rule-based keyword classifier; Description/Diet/Medication/Precautions/Workout sourced from reference dataset),idiopathic excessive menstruation,1,1
DIS000088,Idiopathic Irregular Menstrual Cycle,"Idiopathic irregular menstrual cycle refers to inconsistent or unpredictable menstrual periods without a clear medical cause, often linked to hormonal imbalance.",cramps and spasms; frequent menstruation; heavy menstrual flow; infertility; intermenstrual bleeding; long menstrual periods; lower abdominal pain; painful menstruation; pelvic pain; sharp abdominal pain; unpredictable menstruation,11,Reproductive Health,Mild,0,Low,Obstetrics & Gynecology,Combined oral contraceptives; Progestins; Metformin (if PCOS-related); Lifestyle modification; Clomiphene (for ovulation induction),"Balanced diet with protein (chicken, beans); Iron-rich foods (spinach, lentils); Vitamin B6-rich foods (bananas, poultry); Hydration; Avoid caffeine and high sugar foods",Keep menstrual diary,Maintain healthy weight,Reduce stress,Consult a gynecologist,Moderate aerobic workouts: Regulate hormones; Yoga: Balance endocrine function; Strength training: Improves metabolic health; Avoid excessive exercise: Can disrupt cycles,C,Requires Clinical Validation (Department/Severity/Risk/Emergency derived via rule-based keyword classifier; Description/Diet/Medication/Precautions/Workout sourced from reference dataset),idiopathic irregular menstrual cycle,1,1
DIS000089,Idiopathic Painful Menstruation,"Idiopathic painful menstruation (primary dysmenorrhea) is severe menstrual cramping without an identifiable medical condition, often starting in adolescence.",blood clots during menstrual periods; cramps and spasms; heavy menstrual flow; long menstrual periods; lower abdominal pain; painful menstruation; pelvic pain; sharp abdominal pain; unpredictable menstruation; vaginal discharge; vaginal itching,11,Reproductive Health,Mild,0,Low,Obstetrics & Gynecology,"NSAIDs (e.g., Ibuprofen); Oral contraceptives; Heat therapy; Vitamin B1 and magnesium supplements; Physical activity","Magnesium-rich foods (spinach, dark chocolate); Omega-3 fatty acids (salmon, walnuts); Hydration; Avoid salty and processed foods; Ginger and turmeric tea",Use heat pads,Take antispasmodics/NSAIDs,Regular exercise,Avoid stress,Yoga: Especially child’s pose and reclined twist; Walking: Helps reduce cramps; Heat therapy post-exercise: Relieves pain; Avoid high-intensity workouts during pain spikes,C,Requires Clinical Validation (Department/Severity/Risk/Emergency derived via rule-based keyword classifier; Description/Diet/Medication/Precautions/Workout sourced from reference dataset),idiopathic painful menstruation,1,1
DIS000090,Infectious Gastroenteritis,"Infectious gastroenteritis is an intestinal infection caused by viruses, bacteria, or parasites, leading to symptoms like diarrhea, vomiting, abdominal cramps, and fever.",blood in stool; burning abdominal pain; chills; decreased appetite; diarrhea; fever; flu-like syndrome; fluid retention; headache; nausea; sharp abdominal pain; vomiting,12,Digestive,Mild,0,Low,Gastroenterology,"Oral rehydration salts (ORS); Antibiotics (e.g., Ciprofloxacin, if bacterial); Antiemetics (e.g., Ondansetron); Probiotics; Loperamide (if appropriate)","Oral rehydration solution (ORS); BRAT diet (bananas, rice, applesauce, toast); Clear soups (chicken soup); Avoid dairy and greasy foods; Probiotics (yogurt, kefir)",Wash hands frequently,Avoid sharing utensils,Drink clean water,Avoid street food,Rest: Allow the body to recover; Gentle walking: Only after symptoms improve; Hydration focus: Replenish fluids before any activity; Avoid strenuous exercise: Prevent worsening dehydration,C,Requires Clinical Validation (Department/Severity/Risk/Emergency derived via rule-based keyword classifier; Description/Diet/Medication/Precautions/Workout sourced from reference dataset),infectious gastroenteritis,1,1
DIS000091,Inflammatory Bowel Disease,Requires Clinical Validation,ataxia; bone pain; confusion; dizziness; double vision; early satiety; facial droop; facial puffiness; focal weakness; gait instability; gi bleeding; hair loss; headache; hematemesis; jaundice; joint swelling; limp; loss of smell; low back pain; memory loss; migraine; muscle weakness; neck pain; numbness; paresthesia; phonophobia; reduced range of motion; seizures; spasticity; speech difficulty; spine rigidity; tingling; tremor; vertigo; vision blur,35,Digestive,Moderate,0,Medium,Gastroenterology,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,A,Requires Clinical Validation (no authoritative source; Department/Severity/Risk/Emergency derived via rule-based keyword classifier),inflammatory bowel disease,2,2
DIS000092,Influenza,Requires Clinical Validation,,0,Infectious Disease,Mild,0,Low,General Medicine / Infectious Disease,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,B,Requires Clinical Validation (no authoritative source; Department/Severity/Risk/Emergency derived via rule-based keyword classifier),influenza,1,1
DIS000093,Injury To The Arm,"Injury to the arm refers to damage to muscles, bones, ligaments, or skin in the arm area from trauma, leading to pain, swelling, bruising, or limited movement.",arm pain; arm stiffness or tightness; arm swelling; bones are painful; elbow pain; elbow swelling; hand or finger pain; hand or finger swelling; joint pain; loss of sensation; wrist pain; wrist swelling,12,Injury & Trauma,Mild,0,Low,Orthopedics / Trauma,"Pain relievers (e.g., Acetaminophen); Cold compress; Immobilization/splinting; Antibiotics (if open wound); Physical therapy","Protein-rich foods (chicken, eggs, legumes); Vitamin C-rich foods (citrus fruits, strawberries); Zinc sources (beef, pumpkin seeds); Hydration; Anti-inflammatory foods (turmeric, ginger)",Immobilize the arm,Apply cold compress,Elevate the arm,Seek medical care if swelling,Physical therapy: Guided recovery exercises; Range-of-motion drills: Regain flexibility; Isometric strengthening: Build muscles without movement; Avoid overuse: Prioritize rest and pacing,C,Requires Clinical Validation (Department/Severity/Risk/Emergency derived via rule-based keyword classifier; Description/Diet/Medication/Precautions/Workout sourced from reference dataset),injury to the arm,1,1
DIS000094,Injury To The Leg,"Injury to the leg includes trauma to any part of the leg such as the thigh, knee, shin, or ankle, potentially involving muscles, bones, or ligaments.",ankle pain; ankle swelling; foot or toe pain; foot or toe swelling; infant feeding problem; irregular appearing nails; knee pain; knee stiffness or tightness; knee swelling; leg pain; leg swelling; problems with movement,12,Injury & Trauma,Mild,0,Low,Orthopedics / Trauma,Pain relievers; Compression bandages; Crutches or brace; Physical therapy; Antibiotics (if open wound),"Protein-rich foods (lean meats, beans); Vitamin C-rich foods (oranges, strawberries); Zinc-rich foods (shellfish, pumpkin seeds); Anti-inflammatory spices (ginger, turmeric); Hydration",Elevate the leg,Apply ice packs,Avoid putting weight,Use crutches if advised,Non-weight-bearing exercises: Like swimming or seated stretches; Range-of-motion: Prevent stiffness; Strength training: After healing starts; Balance exercises: Reduce fall risk later,C,Requires Clinical Validation (Department/Severity/Risk/Emergency derived via rule-based keyword classifier; Description/Diet/Medication/Precautions/Workout sourced from reference dataset),injury to the leg,1,1
DIS000095,Injury To The Trunk,"Injury to the trunk includes trauma to the chest, abdomen, or back areas, possibly involving internal organs, muscles, or bones, and can range from minor bruises to serious internal damage.",back pain; bones are painful; headache; low back pain; lower body pain; neck pain; rib pain; sharp chest pain; shoulder pain; symptoms of the scrotum and testes; wrist pain,11,Injury & Trauma,Mild,0,Low,Orthopedics / Trauma,"Pain relievers (e.g., Ibuprofen); Ice/heat therapy; Muscle relaxants; Wound care (if external); Physiotherapy","High-protein foods (tofu, lean meats); Vitamin C-rich foods (bell peppers, kiwi); Zinc sources (shellfish, nuts); Hydration; Anti-inflammatory spices (ginger, turmeric)",Apply ice or heat,Rest adequately,Use support belts if advised,Avoid strenuous activity,Core stability workouts: Strengthen abdomen/back; Breathing exercises: Ease pain and tension; Walking: Gentle activity for circulation; Avoid twisting movements: Reduce risk of re-injury,C,Requires Clinical Validation (Department/Severity/Risk/Emergency derived via rule-based keyword classifier; Description/Diet/Medication/Precautions/Workout sourced from reference dataset),injury to the trunk,1,1
DIS000096,Irritable Bowel Syndrome,Requires Clinical Validation,heat intolerance; photosensitivity; polyphagia,3,Digestive,Mild,0,Low,Gastroenterology,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,Requires Clinical Validation,A,Requires Clinical Validation (no authoritative source; Department/Severity/Risk/Emergency derived via rule-based keyword classifier),irritable bowel syndrome,1,1
DIS000097,Liver Disease,"Liver disease refers to a range of disorders affecting the liver, such as hepatitis, fatty liver, or cirrhosis, potentially causing jaundice, fatigue, and liver dysfunction.",blood in stool; diarrhea; heartburn; jaundice; nausea; peripheral edema; sharp abdominal pain; shortness of breath; side pain; unusual color or odor to urine; upper abdominal pain; weakness,12,Hepatobiliary,Mild,0,Low,Gastroenterology,"Lactulose (for hepatic encephalopathy); Diuretics (e.g., Spironolactone); Vitamin K (if coagulopathy); Ursodeoxycholic acid; Antivirals (e.g., Tenofovir for HBV)","Low sodium diet (avoid processed foods); High-protein foods (eggs, lean meats); Vitamin-rich foods (leafy greens, fruits); Avoid alcohol and saturated fats; Hydration",Avoid alcohol,Follow a liver-friendly diet,Get vaccinated for hepatitis,Monitor liver function tests,Walking: Promotes liver circulation; Avoid strenuous workouts: Can worsen fatigue; Strength training (light): Improve muscle mass; Avoid alcohol-based environments (gyms with bars etc.): Stay safe,"B,C",Requires Clinical Validation (Department/Severity/Risk/Emergency derived via rule-based keyword classifier; Description/Diet/Medication/Precautions/Workout sourced from reference dataset),liver disease,1,1
